instrulife_product_number,name,price
TRICOD20,TRICODUR SOFTGRIP B 6cmx10m,16.61
TRICOD21,TRICODUR SOFTGRIP C 6.5cmx10m,17.67
TRICOD23,TRICODUR SOFTGRIP E 8.75cmx10m,20.70
TRICOD24,TRICODUR SOFTGRIP F 10cmx10m,22.79
TRICOD26,TRICODUR SOFTGRIP J 17.5cmx10m,36.05
TRICOD27,TRICODUR SOFTGRIP K 21.5cmx10m,39.79
JUNAIR00,JUN-AIR COMPRESSOR SJ-27 OLIE 500ML,24.03
WWNAAL03,WWN VR TANDARTSENSPUIT 100st,12.52
WWSPUI01,WWS BD 1ML LL TIP 100st,67.77
WWSPUI06,WWS BD 50ML LUER 60st,43.05
WWSPUI08,WWSPUI BD 3ML LL TIP 200st,22.73
INFUUS32,INFUUSSET IVAC RF75853 V INFUUSPOMP100st,484.09
INFUUS34,INFUUSSET VR INFPOMP IVAC591/598 100st,522.73
INFUUS35,INFUUSSET IVAC RF75303 V INFUUSP 100st,484.85
WWSPUI03,WWS IVAC 100ML 3D 20st LL VR INFUUSPOMP,112.73
ENDOSC16,ENDOSC MEM BASKETS POLYP 240cm DIA 3cm,489.42
TDVI25,DISP VARICES INJECTOR 3M TUBE NAALD,73.73
DIFFQU01,DIFF-QUIK 3x500 ML,84.50
DIFFQU04,DIFF-QUICK FIXATOR 2.5L GROEN,83.09
LABSTI00,LABSTIX 100st,47.97
MULTIS10,MULTISTIX  8SG 100st,50.97
NLABST00,N LABSTIX 100st,46.11
AVTMAT10,---TRACHEAS.PAARD SIL.BIVONA 18ID,136.76
AVTMAT24,TRACHEOTOMIE TUBE 16MM,243.14
CATHET971,CATH FOLEY 28FRx100cm MET BALLON 50CC,200.68
CATHET974,CATHET OESOPHAGOSTOMY SET VAN NOORT,60.80
CATHET977,CATH FOLEY 28FRx75cm MET BALLON 50cc,92.21
CATHET978,CATHET EAR LAVAGE 7FG,28.03
CATHET979,CATHET FOLEY 6FRx55cm MET BALLON 1.5cc,27.50
EPILAT00,EPILATIENAALDEN BALLET K3 50st,44.70
DIAENT00,DIAFARM ENTEROLYT 25kg,232.88
DIAOOR01,DIAFARM OORREINIGER 1 LITER,20.32
EURIME32,EURIMEX FLEX 15cmx4.5m ROOD 10st,31.68
EURIME34,EURIMEX FLEX 15cmx4.5m GROEN 10st,31.68
EURIME35,EURIMEX FLEX 15cmx4.5m GEEL 10st,31.68
VACUSM00,VACUSMART CARTRIDGE 700ML 25st,147.73
FLESSA00,FLESSAHECHTNAALD,25.50
STERIL26,STERIL CON MINI WEGWERP FILTER 100st,10.95
DERMOC80,DERMOCOL DESINFECTANT VR NEBUCI00 1 L,38.67
NEBUCI00,NEBUCID HANDENONTSMETTER,742.42
MOLYKO00,MOLYKOTE 111 COMPOUND,23.38
INFUSI13,TRANSFUSIESET VMC2223 50st,284.09
INFUSI18,TRANSFUSIEZAK TGR0592 20st,193.03
KORSOL00,KORSOLEX PLUS 5 LITER,84.85
MONODO02,---MONODOX EP5 USP2 250cm LIGAPACK 12st,61.92
CLIPS007,CLIPS MICRO 30 X 6 CLIPS WIT,118.91
CLIPS008,CLIPS MICRO 30 X 6 CLIPS GEEL,97.09
CLIPS009,CLIPS SMALL/MEDIUM 30 X 6CLIPS PAARS,97.09
CLIPS010,CLIPS MEDIUM 30 X 6 CLIPS BLAUW,97.09
CLIPS011,CLIPS MEDIUM/LARGE 20 X 6CLIPS GROEN,118.91
CLIPS012,CLIPS LARGE 20 X 6 CLIPS ORANJE,162.55
AVTMAT27,URETRASONDE  KAT GEBOGEN,28.77
DRAADZ21,DRAADZAAG GENIA 12m 1st,16.02
HONDEN88,HONDENKR FUNCOL 2x7 MATEN KIT,40.17
SPALKG00,SPALK KLEIN 20cm 1st,2.59
WWSCHO01,WW SCHORT GROEN PLAST156cmLANGE MOUW24st,52.35
FIXEER30,FIXEER VELOPEX 2x2.5 L CONCENTR,80.23
ONTWIK30,"ONTWIK VELOPEX 2x2,5LCONCENTR",80.23
RXFILM91,RX FILM AGFA DENTUS M2 COMF 5x7cm25st,56.97
RXFILM92,RX-FILM AGFA DENTUS M2 2x3cm 100st,52.88
LUCHTV01,LUCHTVERFRISSER SOLAR 6 VULL OCEAN 300ML,111.42
SEKUSE02,SEKUSEPT POEDER 10 KG,166.24
WWSPUI20,WWSPUI 30ML 2 DELIG LEUR EXCENTR 100st,29.30
TECHNO00,TECHNOVIT PLUS KIT,58.33
AUTOCL20,AUTOCL VELLEN NON WOV 50X50cm BLAUW500st,101.52
AUTOCL21,AUTOCL VELLEN NON WOV 75X75cm GROEN200st,112.30
AUTOCL22,AUTOCL VELLEN KC100 30X30cm 1000st,190.91
AUTOCL23,AUTOCLAAFZAK ZELFK PAP/TRA 20X35cm1200st,371.27
AUTOCL40,AUTOCLAAFZAK ZELFK PAP/TRA 9X25cm1200st,157.64
DRUKZA00,DRUKZAK MET PEER 3L 1st,83.35
HISTOF00,HISTOFREEZER MET 50 APPLIC VAN 5MM 1st,77.30
SPALKV10,SPALK VINGER PLASTIEK NR1,12.45
SPALKV11,SPALK VINGER PLASTIEK NR2,12.45
SPALKV12,SPALK VINGER PLASTIEK NR3,12.45
SPALKV13,SPALK VINGER PLASTIEK NR4,12.45
SPALKV14,SPALK VINGER PLASTIEK NR5,12.45
SPALKV15,SPALK VINGER PLASTIEK NR6,12.45
SPALKV16,SPALK VINGER PLASTIEK NR 5.5,12.45
TIPCLE00,TIPCLEANER PURPLE SURGICAL 100ST,103.33
CRYOPE04,CRYOPEN X PATRONEN 24st,106.36
VINGER07,VINGERLINGEN SANDER T7 100st,48.00
VINGER08,VINGERBOBS GEKLEURD 50st,25.12
WWSPEC15,WWSPEC VAG SMALL WA 24st,90.35
AQUASO02,AQUASONIC 100 STERIEL 20gr 48st,72.55
FIXATO00,FIXATOR+ONTWIKKELAAR DURR-AUTOMAT,127.27
FIXEER21,FIXEERVLOEISTOF AGFA 334L MACH 2X5L,41.76
FIXEER32,FIXEER TETENAL EC 2x20L,36.36
ONTWIK00,ONTWIK AGFA G 150 1L UN 2790 8III ADR,6.74
ONTWIK15,ONTWIK AGFA G153 A+B  ADR 2.5L 12st,97.30
ONTWIK16,FIXAT AGFA MACH G354 ADR 2.5L 18st,79.67
ONTWIK21,ONTWIK VLOEISTOF AGFA 138L MACH 2X5L,71.20
ONTWIK31,ONTWIK KODAK REV READYMATIC 2x5L,28.80
ONTWIK32,ONTWIKKELAAR TETENAL ROENTOROLL 2x20L,62.12
RXFILM01,RX-FILM 18x24cm CP-BU NEW BLAUW 100st,46.35
RXFILM02,RX-FILM 24x30cm CP-BU NEW BLAUW 100st,77.32
RXFILM03,RX-FILM 30x40cm CP-BU NEW BLAUW 100st,128.83
RXFILM05,RX-FILM 18x24cm CP-G NEW GROEN 100st,46.35
RXFILM06,RX-FILM 24x30cm CP-G NEW GROEN 100st,77.32
RXFILM07,RX-FILM 30x40cm CP-G NEW GROEN 100st,128.79
RXFILM09,RX-FILM 35x35cm CP-BU NEW BLAUW 100st,131.82
RXFILM10,RX-FILM 30 X 40 CEA RP BLAUW 100 ST,87.88
RXFILM11,RX-FILM 18x24 KODAK MX-B BLAUW 100st,42.41
RXFILM12,RX-FILM 30x40 KODAK T-MAT GROEN 100st,105.05
RXFILM25,RX-FILM18x24 CURIX ORTHO HT-G GROEN100st,56.06
RXFILM26,RX-FILM24x30 CURIX ORTHO HT-G GROEN100st,90.91
RXFILM36,RX-FILM35x43 CURIX ORTHO HT-G GROEN100st,169.70
RXFILM37,RX-FILM30X40 CURIX ORTHO HT-G GROEN100st,137.88
RXFILM51,RX FILM MAMORAY HDR 18x24 100st,75.76
RXFILM52,RX FILM MAMORAY HDR 24x30 100st,110.61
RXFILM61,RX-FILM 24X30 CRONEX 5 BLAUW 100st,71.21
RXFILM62,RX-FILM 30x40 CRONEX 5 BLAUW 100st,130.30
RXFILM70,RX-FILM 30x40 FUJI GROEN 100st,110.61
RXFILM71,RX FILM 24x30 FUJI BLAUW 100st,78.79
RXFILM72,RX-FILM 24x30 FUJI GROEN 100st,65.20
RXFILM80,RX-FILM 24x30 KONICA MINOL MGSR 100stGR,71.21
RXFILM81,RX-FILM 30x40cm KONICA MG-SR 100st,115.47
AUTOCL17,AUTOCLAAFROL M INSLAG 66Mx42CMx8CM 1rln,81.48
AUTOCL29,AUTOCLAAFZAK 250 X 380MM 100st,17.17
AUTOCL30,AUTOCLAAFZAK 420 X 500MM 100st,37.92
AUTOCL52,AUTOCLAAFROL 7.5CM X 100M 1st,14.02
AFDEKD19,AFDEKD EQUIV TABLE COVER 200x350cm14st,28.47
CATHET10,CATH HENGST 65 MMx135cm,15.08
CATHET50,"CATHET EQUIVET HIFLOW 12Gx13cm, 1st",10.42
CATHET71,CATH URINE KAT 130x1.3MM+STYLET BUSTER,3.65
ECGELE00,ECG ELEKTRODES KRUUSE 40st,8.83
HANDSC48,HANDSC KRUTEX SUPER SENS PROT 50st,16.58
HANDSC52,VERLOS HANDSCHOENEN BIG KRUUSE 5st,10.42
HONDEN62,HONDENSOK BUSTER L 90cm 2st,10.42
NAVELS10,NAVELSTRENGKLEMMEN KRUUSE 100st,25.41
PETFLE00,PET-FLEX 5CM X 4.5M 10RLN,18.23
SILICO11,SILICONE SPRAY 200ML,3.65
STERIP00,STERIPROTECT 10st,29.97
VETABS01,VETABSORB PAD 60x45cm 30st,26.06
VETPLA00,"VETPLAST KRUUSE 10CM X 4,5M 10rln",74.27
VETPLA01,VETPLAST KRUUSE 7.5 X 4.5M 10rln,60.59
WWNAAL15,WWN KRUUSE 2.0X80MM METAL HUB LL 100st,52.86
WWSCHO10,WW SCHORT KRUTEX GROEN STER 130cm 25st,85.35
NARCOS01,NARCOSE MASKERS I-GEL MED M4 25st,421.21
SURGIC99,SURGICUT ADULT 50st,208.53
ONETOU01,ONE TOUCH ULTRA 50 TESTSTRIPS,34.55
ONETOU10,ONE TOUCH ULTRASOFT LANCETTEN 100st,9.39
ONETOU21,ONE TOUCH VITA 50 ST,34.55
VERBAN41,VERBAN RECHTH CLASSIC PAD MAXI 240st,50.11
INFUUS01,INFUUSSET ZN KLEP+DUBBEL BIJSPUIT 10st,21.82
CRYOPE09,CRYOALFA PATROON N20 23.5GR VR LUX 1st,31.56
NEUSTA00,NEUSTAMPONS MEROCEL STAND 8cm 20st,180.03
AFDEKD01,"CAMERAHOES STERIEL DRAPEX EASY, 40st",129.82
AFZUIG11,AFZUIG CATHET MULLY CH16x53cm ORAN 100s,32.45
COMPRE71,COMPRES STERIEL 20X30CM 100ST,70.00
COMPRE72,"COMPRES ONTEX STER 40X75CM RX 4L, 25ST",25.15
COMPRE73,COMPRES STERIEL 10x20 12L RX 80x10st,217.26
COMPRE74,COMPRES NIET-STER 45X45 4L RX 250st,113.29
COMPRE77,COMPRES EURON 10x20cm 12L 10s 90st,162.36
ZUIGSL00,ZUIGSLANGVERBIND CH30/210cm 2FUNNEL50st,138.48
FUCHSI00,FUCHSIN CARBOL TB KLEUROPLOSSING 2.5L,99.95
GRAMKL00,GRAMKLEURING KRISTALVIOLETOPL 2.5L,73.18
GRAMKL02,GRAM SAFRANIN SOLUTION 500ml,33.48
HEMACO10,HEMACOLOR 3x100 ML UN 1230 3III ADR,80.61
HEMACO15,HEMACOLOR KLEURINGSBAK 4st 85x7x5cm,77.58
HEMACO20,HEMACOLOR -1 FIXATIE OPLOSSING 2.5 L,95.91
HEMACO21,HEMACOLOR-2 OPLOSSING 2.5L RED,151.21
HEMACO22,HEMACOLOR-3 OPLOSSING 2.5L BLAUW,154.55
KIPIPE41,KI PIPETTEN PASTEUR GLAS 15cm 250st,15.61
IRAPFI00,I-RAP FILTER 0.22µM 33MM 50st,136.36
KIMICR01,KI CONTROL CUVETTE EQUINE SPERMACUE 1s,58.77
KIPIPE02,KI-STERIPIPET STERIEL 50st,92.05
KISEME00,KI SEMEN BAGS FOR STORAGE 350ml,43.23
SCHEDE68,SCHEDE INNER LINER HANNOVER 20cmx200m,98.18
HANDSC800,HANDSC BIOGEL SKINSENSE STER M6 50P,113.64
HANDSC801,HANDSC BIOGEL SKINSENSE STER M6.5 50P,113.64
HANDSC802,HANDSC BIOGEL SKINSENSE STER M7 50P,113.64
HANDSC803,HANDSC BIOGEL SKINSENSE STER M7.5 50P,113.64
HANDSC804,HANDSC BIOGEL SKINSENSE STER M8 50P,113.64
HANDSC805,HANDSC BIOGEL SKINSENSE STER M8.5 50P,113.64
HANDSC806,HANDSC BIOGEL ULTRA TOUCH STER M6 50P,125.00
HANDSC807,HANDSC BIOGEL ULTRA TOUCH STER M6.5 50P,125.00
HANDSC808,HANDSC BIOGEL ULTRA TOUCH STER M7 50P,125.00
HANDSC809,HANDSC BIOGEL ULTRA TOUCH STER M7.5 50P,125.00
HANDSC810,HANDSC BIOGEL ULTRA TOUCH STER M8 50P,125.00
HANDSC811,HANDSC BIOGEL ULTRA TOUCH STER M8.5 50P,125.00
HEMDPA00,BLOUSE PATIENTS MANCHE COURTE BLEU 120pc,211.24
KLINID00,KLINIDRAPE 37.5x45cm 160st,67.88
KLINID19,KLINIDRAPE 150x175cm 18st,77.18
KLINID21,KLINIDRAPE 75x90cm #6X8cm 40st,65.45
KLINID22,KLINIDRAPE 50x60cm #6X8cm 75st,80.68
KLINID23,KLINIDRAPE ZELFKL 150x180cm #5x15cm20st,147.06
KLINID50,KLINIDRAPE ZELFKL VELD 75x75cm 28st,35.64
KLINID55,KLINIDRAPE ZELFKL VELD 100x100cm 40st,100.00
MEPIL00,MEPILEX LITE 20X50CM 2ST,134.27
MESOFT05,MESOFT NIET STERIEL 10x10cm 200st,5.18
MUTSTU00,MUTS TUCK GROEN 620100 100st,33.95
WWSCHO02,WW SCHORT KLINIDRAPE BASIC ST 123cm 40st,203.03
COAGUC00,COAGUCHEK S PT TEST 12st,74.76
COAGUC01,COAGUCHEK XS PT TEST 24st,148.52
EMBRYO21,EMBRYO HOLDING MEDIUM 20ML 4PCS,30.00
GOBELE01,GOBELET WHITE DIA 65mm 50st,51.82
HANDSC45,HANDSCHOEN LANGMODEL DOORZICH 100st,10.89
KICHEM00,KI CHEMISES SANITAIRES 60st,9.95
KIHEXA00,HEXAGONAL VISOTUBE WIT 150st,65.45
KIPIPE52,KI MICROPIPETTE TE-J8 PAARD 10x13st,69.70
KIPIPE53,KI MICROPIPETTE SPEC TE PAARD 10x13st,69.70
KIPOED00,KI SEALING POWDER BLUE 750 G,66.82
KIRIET02,KI-RIETJES GROEN MED STRAWS 0.5ML 2000st,77.73
KIRIET03,KI-RIETJES GEEL MED STRAWS 0.5ML 2000st,77.73
KIRIET04,KI-RIETJES ROOD MED STRAWS 0.5ML 2000st,77.73
KIRIET05,KI-RIETJES ROZE MED STRAWS 0.5ML 2000st,77.73
KIRIET06,KI-RIETJES BLAUW MED STRAWS 0.5ML 2000st,77.73
KIRIET07,KI-RIETJES WIT MED STRAWS 0.5ML 2000st,77.73
KIRIET11,"KI-RIETJES 0,25ML TBS CLEAR 2000st",79.09
KISTRO00,KI STROOITJES 50st,84.55
KIVERD04,KI VERDUNNER INRA FREEZE KIT,163.64
KIVERD10,"KI VERDUNNER GEVOGELTE 2,5ML 100st",88.48
VISOTU00,VISOTUBE ROND 10MM WIT 300st,61.36
CANULE202,"CANULE ASPIRATIE 53CM DIA 4,7 100st",32.62
FREELI02,FREELIFE PAPIERWAREN MIDI 4-9 54st,13.58
FREELI05,FREELIFE PAPIERWAREN JR TR 12-18 20st,10.48
HANDSC50,HANDSC SEMPER SYNTEGRA M7.5 40P,104.24
HANDSC60,HANDSC SEMPER STERIEL M6 60 PAAR,21.82
HANDSC65,HANDSC SEMPER STERIEL M8.5 60 PAAR,21.82
NARCOS43,NARCOS ISO GARD HEPA LIGHT FIL HUDS20st,77.88
REDIGR11,REDIGRIP KL 26cmx10m,51.20
REDIGR13,REDIGRIP M 36cmx10m,61.65
SONDEV00,SONDE BLAAS CH8x40cm  1 OOG STER 1st,5.74
SONDEV01,SONDE BLAAS CH6x40cm 1 OOG STER 1st,14.05
SONDEV03,SONDE BLAAS CH10x40cm 1 OOG STER 1st,5.74
ONDERL64,ONDERLEGGER LILLE 40 X 60cm 280st,39.79
MIDROL00,MIDI ROLLEN 6RLN,23.53
HANDSC49,HANDSC POLYSEM GEEL STERIEL 100st,59.76
WWSCHO21,WWSCHORT POLYETHYLEEN 50st POLYSEM,13.48
WWSCHO23,WW SCHORT 155cm POLYSEM 25st GROEN,29.36
REFLOT01,REFLOTRON CREATININE 30st,85.76
REFLOT02,REFLOTRON UREA 15st,38.48
ENDOSC15,ENDOS CAMERA COVERS STERIV 13x250cm50st,196.24
ACCUCH01,ACCU-CHEK MULTICLIX LANCETTEN 34 DRUMS,21.23
ACCUTR00,ACCUTREND CHOLESTEROL 25st,68.39
COMBUR04,COMBUR 7 TEST 100st,31.30
COMBUR20,COMBUR 9 TEST 50st,31.30
COMBUR21,COMBUR 9 TEST 100st,49.91
COMBUR31,COMBUR 10 TEST 100st,55.56
COMBUR32,COMBUR 10 TEST UX VR URISYS 100 STUKS,54.88
HEMOFE00,HEMO FEC 3x50st,139.67
LACTAT00,LACTATE BM 25st,52.94
SOFTCL10,SOFTCLIX II 200 LANCETTEN ACCU-CHEK,20.82
TROPON00,TROPONIN T SENSITIVE 5st,65.64
MONOVE03,MONOVETTE VR BLOEDGASBEP 2ML LH 100st,79.48
AUTOCL80,AUTOCLAAF MELADEM PATRONEN 2ST,68.73
AUTOCL82,AUTOCLAAF MELADEM HARSKORRELS,50.18
AFDEKD92,AFDEKDOEK ECOPACK 75x90cm STERIEL 30st,17.73
VIRKON01,VIRKON 20x10 TABLETTEN VAN 5gr,109.09
BEAVER00,BEAVER MINI BLADES ROND SCHERP 24st,99.08
ACTICO00,ACTICOAT 10x10CM 12st,186.05
ACTICO01,ACTICOAT 10X20CM 12st,286.91
ACTICO02,ACTICOAT ABSORB 10 X 12.5CM 5st,128.18
ACTICO03,ACTICOAT 7 10cm X 12.5cm 5st,173.73
ALGISI01,"ALGISITE M 10 X 10 CM, 10 STUKS",32.77
ALLEVY00,ALLEVYN NON ADHESIVE 10x20cm 10st,51.47
ALLEVY01,ALLEVYN PLUS ADHESIVE 12.5x12.5cm 10st,76.30
ALLEVY02,ALLEVYN PLUS CAVITY 10x10cm 5st,17.20
ALLEVY03,ALLEVYN PLUS ADHESIVE 17.5cmx17.5cm10st,171.50
ARTHROS00,"ARTHROSCOPIC CAN 4,5 LTX FREE BLUE 6st",247.85
ARTHROS01,"ARTHROSCOPIC CAN 5,5 LTX FREE GRAY 6st",247.85
CUTINO01,ALLEVYN THIN 5x6cm 10st,12.55
CUTINO02,ALLEVYN THIN 10x10cm 5st,16.73
INFUSI61,INFUSIEPLEISTER APPLICA IV 8x6cm 50st,26.15
JELONE00,JELONET 5x5cm 50st,13.95
LEUKOC10,LEUKOCLIP CASSETTE 10 NIETJES,6.74
LEUKOC20,LEUKOCLIP HOUDER 1st,27.00
LEUKOS23,LEUKOSTRIP 13x102MM WIT 50X6st,60.06
LEUKOS24,LEUKOSTRIP 6.4x102MM WIT 50X5st,44.47
LEUKOS25,LEUKOSTRIP 26x102MM WIT 25x4st,40.55
LEUKOS30,LEUKOSTRIP S 4x38MM HUIDSKL 50x4st,47.85
MELOLI12,MELOLIN 10x10cm 150st NIET-STERIEL,39.95
MELOLI20,MELOLIN 10x20cm 100st,48.94
MELOLI25,MELOLIN OP ROL 50cm X 7m,63.62
OPSITE00,OPSITE IV 3000 6X7CM 100ST,70.14
OPSITE01,OPSITE IV 3000 10X12CM 50ST,77.00
OPSITE02,OPSITE IV 3000 STAND 6x8.5cm 100st,70.11
OPSITE25,OPSITE FLEXIFIX 15cmx10m,38.08
OPSITE30,OPSITE FLEXIGRID 6x7cm 100st,63.55
OPSITE31,OPSITE FLEXIGRID 10x12cm 50st,63.56
OPSITE43,OPSITE POST-OP 25x10cm 20st,39.11
PRIMAP10,PRIMAPORE 7.2cmx5cm 100st,35.71
PRIMAP15,PRIMAPORE 15cmx8cm 20st,12.98
CANULE997,TRACH TUBE PORTEX 7MM VOORGEVORMD+OOG,9.83
CATHET23,CATH JELCO 22G X 25mm  50st,53.03
CATHET230,CATHET JELCO 20Gx32mm 50st,53.03
CATHET24,CATH OPTIVA II W+P 18Gx45mm 50st,79.12
CATHET25,CATH OPTIVA II W+P 20Gx32mm 50st,79.12
CATHET26,CATH OPTIVA II W+P 22Gx25mm 50st,79.12
CATHET35,CATH OPTIVA II W+P 14Gx45mm 50st,79.12
STOPPE02,STOPPER VALVE DUCKBILL MINI 50st,120.41
CELLAC00,CELLACAST ACTIVE 12x3.6m 10rln BLAUW,168.92
CELLON01,CELLONA 8cmx3m 10st,17.64
CELLON03,CELLONA 15cmx3m 10st,27.91
CELLON04,CELLONA 20cmx3m 10st,37.92
CELLON05,CELLONA 12cmx3m 10st,24.62
CELLON09,CELLONA GIPSSPALK 10cmx20m,57.41
CELLON10,CELLONA GIPSSPALK 12cmx20m,64.85
CELLON11,CELLONA GIPSSPALK 15cmx20m,80.55
CELLON12,CELLONA GIPSSPALK 20cmx20m,103.86
CELLON30,CELLONA POLSTER RL 8CM X 5M,17.17
CELLON35,CELLONA SYNTHE WATTEN 15cmx3m 36st,69.20
COMPRE40,COMPRES STERIEL 10X10CM 30X5 12L,24.03
COMPRE45,COMPRES STERIEL 10x20cm RX 8x10st 12L,23.44
CREPEO00,CREPEWINDSEL 15cm X 4m VRAC 50st,34.09
CREPEO01,CREPEWINDSEL 10cm X 4m VRAC 50st,25.00
DAUERB01,DAUERBINDE BIFORTE 10cmx7m,20.97
DAUERB14,DAUERBINDE K 12cmx14m ZW,27.18
DAUERB15,DAUERBINDE K 10CM X 14M ZW,22.26
DAUERB20,DAUERBINDE K 8cmx7m VRAK 10st,74.92
DAUERB21,DAUERBINDE K 10cmx7m 10st VRAK,84.67
EPXELB04,EPX ELLEBOOG BASIC BAND XL RECHTS/LINKS,27.77
HAFTAN00,HAFTAN 7cm X 27.5m 1st,3.12
IDEALB01,IDEALBINDE 6cmx5m CELLO 1st,3.65
IODOFO01,GAASWIEK MET JODOFORM 1CM x 5M 1st,6.24
JERSEY07,JERSEY KATOEN 30cmx25m,68.15
PORELA11,PORELAST SF 8cmx25m,8.83
PORELA12,PORELAST SF 10cmx25m,10.33
RAUCOD00,RAUCODRAPE II AFDEKDOEK 120x140cm 52st,160.21
RAUCOD01,RAUCODRAPE AFDEKDOEK STER 75x90cm 65st,61.62
ROSIDA01,ROSIDAL ZWAAR 10cmx5m,6.80
STELLA71,STELLASTIC VISCOSE 5cmx4m 50st IN VRAK,7.27
SUPRAS05,SUPRASORB C COLLAGEEN 4X6X0.8cm 5st,37.70
SUPRAS20,SUPRASORB H HYDROCOL DUN 10X10cm 10st,33.09
SUPRAS45,SUPRASORB M MEMBRAAN 10X10cm 5st,21.94
VERBAN00,VERBANDDOOS FOOTBALL,85.73
VLIWAK01,VLIWAKTIV ABS VERBAND 10x20cm 20st,128.56
WATTEP01,"WATTE 0,4GR 1000 PROPJES",12.58
DURACE05,DURACELL 4.5V,9.33
ENDOSC00,ENDOSCOPIE CAMERA COVERS 13x242cm 50st,149.39
FILTER02,FILTER CO2 GAS+INSUFFL TUBE 10st STER,117.42
FILTER03,FILTER SINGEL USE GAS 25st STERIEL,136.67
ANESTH91,ANESTHESIE FILTER BICKFORD 8 PCS,188.67
BLOEDAF00,BLOEDAFN QF+VLEUGELNAALD 21Gx30cm 50st,38.26
INTROD00,B-INTRODUCERKIT 6fr X 10cm 5st,173.92
VENOJE33,"VENOSAF BLOEDB EDTA 5,5ML 100st",16.67
VERSAT10,"VERSATUS W+P 22G X 25MM, 50ST",47.50
VERSAT11,VERSATUS W+P 24G X 19MM 50st,47.50
VERSAT12,VERSATUS W+P 26G X 19MM 50st,47.50
VERSAT13,VERSATUS W+P 14G X 45MM 50st,47.50
VERSAT14,VERSATUS W+P 16G X 45MM 50st,47.50
VERSAT15,VERSATUS W+P 17G X 45MM 50st,47.50
VERSAT16,VERSATUS W+P 18G X 32MM 50st,47.50
VERSAT17,VERSATUS W+P 18G X 45MM 50st,47.50
VERSAT18,VERSAT SURSHIELD W + P 20G X 32mm 50st,75.15
VERSAT19,VERSATUS W+P 20G X 32MM 50st,47.50
WWNAAL86,WWN TERUM0 30Gx1 3/16 DENTAL 100st,11.36
WWSPUI55,WWS 10 ML+21Gx11/2 TERUMO 100st,12.42
WWSPUI80,WWS TERUMO 1 ML LUER TBC 100st,8.33
WWSPUI88,WWS TERUMO 30 ML LUER EXCENTRISCH 50st,19.67
WWSPUI96,WWS TERUMO 30ML 50st LL,19.67
WWNAAL001,NEEDLE IBDectabel M14GX1 100pcs,16.67
WWNAAL003,NEEDLE IBDectabel M 16GX3/4 100pcs,16.67
WWNAAL004,NEEDLE IBDectabel M 16GX1 100pcs,16.67
CANULE190,CANULE YANKAUER FINE TIP 12FR 25cm 50st,80.00
CANULE59,CANULE CONNECTOR SHERWOOD 100st,16.05
CONNEC05,CONNECTING TUBE ARGYLE 7MM x 2.7M 50st,124.71
COVERH00,DEVON FLEX LIGHT HANDLE COVER STER100st,79.21
CURASA00,CURASALT SALINE DRESSING 24st,70.94
EKGELE01,ECG ELEKTRODES KENDALL - RUST 4000 STUKS,198.61
EXCILO02,EXCILON 10x10cm 50st,20.44
STAPLE01,STAPLER TA MET WITTE NIETJES 1st,210.61
STAPLE02,STAPLER TA 1 PATR BLAUWE NIETJES 1st,150.00
STAPLE03,STAPLER GIA 1 PATR BLAUWE NIETJES 1st,150.00
STAPLE04,STAPLER GIA MET BLAUWE NIETJES 1st,210.61
TELFAA01,TELFA AMD ISLAND 10x35cm 25st,70.92
WWNAAL35,WWN MONOJECT 19Gx1 1/2 BLUNT 100st,45.17
WWNAAL39,WWN MONOJECT 18G X 6 10st DIAMOND PUNT,65.88
TESTDR00,URINE 5 TESTEN  AMP BZD COC MOR THC20st,212.12
BOVIBO00,BOVI-BOND KIT 24 BEHANDELINGEN,124.85
BOVIBO01,BOVI-BOND MENGTIP 100st,79.70
BOVIBO02,BOVI-BOND ADHESIVE (LIJM) 180ml,36.52
EQUIME00,EQUI-MESH ROL 3 METER,9.39
CANULE95,CANULE TRACHEOTOMIE BIESALSKI RUSCH 13MM,34.95
CATHET20,CATH INSEMINATIE HOND IMV KI,50.11
STAMMO00,STAMMOPUR 1 L INSTRUMENTENREINIGER,32.45
VETLIT03,VET-LITE 15cmx18m,16.02
WWNAAL49,WWNAAL SUPRA 2.0 X 100MM 100st,55.32
VINGER12,VINGERTOPPLEISTERS L 60 X 90MM 50st,8.80
ZUURST00,ZUURSTOFBRILLEN 50st,78.79
CANULE200,CANULE YANKAUER ASPIRATIE 18FR 25cm 25st,147.27
CANULE201,CANULE YANKAUER ASPIRATIE 12FR 25cm 25st,147.27
CANULE203,CANULE YANKAUER ASPIRATIE 21FR 25cm 25st,147.27
CATHET03,CATH PERIDURALE ANESTHESIE 19GX90cm 20st,165.00
CATHET04,CATH PERIDURALE NAALD TUOHY 17Gx90MM20st,186.97
DERMAF10,DERMAFILM VYGON 33x45cm 20st,97.36
DERMIN00,DERMAFILM VYGON 33x30cm 20st,100.61
DESIVA00,DESIVALVE+KLEP+A SEPT CATH 8FR 1st,45.44
FILTRA00,FILTRALUX VYGON GROOT MODEL 15st,48.08
INFUSI07,VERBINDINGSSTUK M/V LL BIONECTOR2 50st,98.48
INFUSI52,INFUSIE VERLENGSLANG 13.5cm VYGON 25st,34.09
INFUSI53,INFUSIE VERLENGSLANG 50cm VYGON 25st,34.09
INFUSI54,INFUSIE VERLENGSL LECTRO-CATH 150cm 50st,125.45
